RANGO DIST,RENOVACIÒ,TIPO DE RI,BLOQUE COS,mean,DISTANCIAM,CICLO,FECHA CORT,TIPO COSEC,AREA CAÑA,FINCA,TCH 23-24,EDAD COSEC,FECHA CO_1,VARIEDAD,Name,ESTIMADO 2,TIPO DE SU,OBJECTID,FECHA COSE,UBICACIÒN,Area Calc,EDAD HOY,DISTRITO,fid,ESTATUS,TIPO DE CO,SEMAN COSE,SEMANA COS,LOTE_ID
<10,,SEMIFIJO,RAL BLOQ9,0.22149242598172142,1.5,R1,12/23/2023,MANUAL,7.56,RANCHO ALEGRE,105.37,11.93,12/23/2023,CG00-102,RAL037,100,ARC,584,12/15/2024,CENTRO,2.742,248,D32,403,Comercial,COSECHA MECANICA,3,3,RAL037
<10,,SEMIFIJO,RAL BLOQ9,0.1837455182007207,1.5,R1,12/23/2023,MANUAL,7.56,RANCHO ALEGRE,105.37,11.93,12/23/2023,CG00-102,RAL037,100,ARC,585,12/15/2024,CENTRO,3.474,248,D32,404,Comercial,COSECHA MECANICA,3,3,RAL037
<10,,SEMIFIJO,RAL BLOQ9,0.5297292152663029,1.6,R1,12/19/2023,COSECHA MECANICA,6.93,RANCHO ALEGRE,88.2,12.07,12/19/2023,CP72-2086,RAL038,85,FARC,586,12/15/2024,CENTRO,6.937,252,D32,405,Comercial,COSECHA MECANICA,3,3,RAL038
<10,,SEMIFIJO,RAL BLOQ9,0.46153123705210786,1.6,R1,12/21/2023,COSECHA MECANICA,7.48,RANCHO ALEGRE,79.25,12,12/21/2023,CP72-2086,RAL039,75,ARC,587,12/15/2024,CENTRO,3.375,250,D32,406,Comercial,COSECHA MECANICA,4,3,RAL039
<10,,SEMIFIJO,RAL BLOQ9,0.476848416341657,1.6,R1,12/21/2023,COSECHA MECANICA,7.48,RANCHO ALEGRE,79.25,12,12/21/2023,CP72-2086,RAL039,75,ARC,588,12/15/2024,CENTRO,4.108,250,D32,407,Comercial,COSECHA MECANICA,4,3,RAL039
<10,,SEMIFIJO,RAL BLOQ9,0.6223391635600269,1.5,R1,01/01/2024,MANUAL,3.14,RANCHO ALEGRE,94.39,11.63,01/01/2024,CP72-2086,RAL040,90,ARC,589,12/15/2024,CENTRO,2.449,239,D32,408,Comercial,MANUAL,4,3,RAL040
<10,SEMIFIJO - GOTEO,SEMIFIJO,RAL BLOQ10,0.768053903833429,1.6,R1,12/26/2023,MANUAL,6.23,RANCHO ALEGRE,100.47,11.37,12/26/2023,CG02-163,RAL041,100,ARC,590,12/01/2024,CENTRO,0.505,245,D32,409,Comercial,MANUAL,4,1,RAL041
<10,SEMIFIJO - GOTEO,SEMIFIJO,RAL BLOQ10,0.7539629723108329,1.6,R1,12/26/2023,MANUAL,6.23,RANCHO ALEGRE,100.47,11.37,12/26/2023,CG02-163,RAL041,100,ARC,591,12/01/2024,CENTRO,5.731,245,D32,410,Comercial,MANUAL,4,1,RAL041
<10,SEMIFIJO - GOTEO,SEMIFIJO,RAL BLOQ10,0.801990216914179,1.6,R1,12/21/2023,COSECHA MECANICA,7.58,RANCHO ALEGRE,73.03,11.53,12/21/2023,CP72-2086,RAL042,70,ARC,592,12/01/2024,CENTRO,4.933,250,D32,411,Comercial,COSECHA MECANICA,4,1,RAL042
<10,SEMIFIJO - GOTEO,SEMIFIJO,RAL BLOQ10,0.7984942521473882,1.6,R1,12/21/2023,COSECHA MECANICA,7.58,RANCHO ALEGRE,73.03,11.53,12/21/2023,CP72-2086,RAL042,70,ARC,593,12/01/2024,CENTRO,2.653,250,D32,412,Comercial,COSECHA MECANICA,4,1,RAL042
<10,SEMIFIJO - GOTEO,SEMIFIJO,RAL BLOQ10,0.6525857043301931,1.5,R1,12/27/2023,COSECHA MECANICA,6.88,RANCHO ALEGRE,85.49,11.33,12/27/2023,CP72-2086,RAL043,85,FARC,594,12/01/2024,CENTRO,6.884,244,D32,413,Comercial,COSECHA MECANICA,4,1,RAL043
<10,,SEMIFIJO,RAL BLOQ18,0.2803225166651694,1.5,R1,01/04/2024,COSECHA MECANICA,7.75,RANCHO ALEGRE,91.65,12,01/04/2024,CG02-163,RAL044,90,ARC,595,12/29/2024,CENTRO,5.814,236,D32,414,Comercial,COSECHA MECANICA,7,5,RAL044
<10,,SEMIFIJO,RAL BLOQ18,0.3168411923635916,1.5,R1,01/04/2024,COSECHA MECANICA,7.75,RANCHO ALEGRE,91.65,12,01/04/2024,CG02-163,RAL044,90,ARC,596,12/29/2024,CENTRO,1.946,236,D32,415,Comercial,COSECHA MECANICA,7,5,RAL044
<10,,SEMIFIJO,RAL BLOQ18,0.5311624838093927,1.5,R1,01/02/2024,COSECHA MECANICA,15.66,RANCHO ALEGRE,82.11,12.07,01/02/2024,CP73-1547,RAL045,87,ARC,597,12/29/2024,CENTRO,7.361,238,D32,416,Comercial,COSECHA MECANICA,7,5,RAL045
